article_id,title,link,published_date,source,supplier,risk_direction,geopolitical_regulatory,agricultural_environmental,financial_operational,supply_chain_logistics,market_competitive,predicted_geopolitical_regulatory,predicted_agricultural_environmental,predicted_financial_operational,predicted_supply_chain_logistics,predicted_market_competitive,predicted_risk_direction,total_risk_score,risk_rank
232,Textile giant Interloop’s full-year profits down 18pc,https://www.thenews.com.pk/print/1234158-textile-giant-interloop-s-full-year-profits-down-18pc,2024-09-27 07:00:00+00:00,The News International,Interloop Limited,negative,0.0,0.0,0.23529411764705882,0.0,0.25,0,0,1,0,1,negative,0.4852941176470588,611.0
233,Interloop Limited,https://www.brecorder.com/news/40309741,2024-06-25 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
234,Interloop Earns Alliance for Water Stewardship Gold Certification,https://sourcingjournal.com/denim/denim-mills/interloop-denim-mill-earns-alliance-for-water-stewardship-gold-certification-529720/,2024-10-03 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,1.25,0.11764705882352941,0.07142857142857142,0.0625,0,1,1,0,0,negative,1.5015756302521008,297.0
235,"Interloop, Reverse Resources partner to boost Pakistan’s textile recycling",https://www.just-style.com/news/interloop-reverse-resources-partner-to-boost-pakistans-textile-recycling/,2024-03-27 07:00:00+00:00,just-style.com,Interloop Limited,negative,0.058823529411764705,0.25,0.11764705882352941,0.21428571428571427,0.5,0,1,1,1,1,negative,1.1407563025210083,375.0
236,"Despite higher sales, textile giant Interloop’s profit down 18% in FY24",https://www.brecorder.com/news/40324153,2024-09-26 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0625,0,0,0,0,0,negative,0.1213235294117647,744.0
237,Interloop GHG Reduction Targets Validated by STBi,https://sourcingjournal.com/denim/denim-sustainability/interloop-ghg-emissions-reduction-targets-validated-stbi-sustainability-report-438978/,2023-06-15 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,1.25,0.23529411764705882,0.0,0.0,0,1,1,0,0,negative,1.4852941176470589,300.0
238,Interloop Debuts Looptrace to Deliver a More Traceable Cotton Supply Chain,https://sourcingjournal.com/denim/denim-innovations/interloop-looptrace-responsible-manufacturing-denim-traceability-organic-cotton-pakistan-361764/,2022-08-18 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.058823529411764705,1.0,0.4117647058823529,0.6428571428571429,0.25,0,1,1,1,1,negative,2.3634453781512605,177.5
239,Interloop hosts Partners in Success Awards,https://www.brecorder.com/news/40331123,2024-11-07 08:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
240,"Interloop Throws Switch on New Plant, Ups Capacity by 25 Million Pieces Annually",https://sourcingjournal.com/denim/denim-business/interloop-knitwear-capacity-leed-gold-green-footprint-solar-energy-sustainability-social-responsibility-466293/,2023-11-16 08:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,0.6875,0.11764705882352941,0.07142857142857142,0.0625,0,1,1,0,0,negative,0.9390756302521008,433.0
241,"Interloop’s Q3 earnings dive to Rs222m, down 96% YoY",https://mettisglobal.news/interloops-q3-earnings-dive-to-rs222m-down-96-yoy/,2024-10-24 10:48:27+00:00,Mettis Link News,Interloop Limited,positive,0.29411764705882354,0.0,0.8823529411764706,0.0,0.1875,1,0,1,0,1,positive,1.3639705882352942,324.0
242,"Interloop approves budget, expansion plan for FY2024-25",https://profit.pakistantoday.com.pk/2024/06/26/interloop-approves-budget-expansion-plan-for-fy2024-25/,2024-06-26 07:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
243,"Pakistan’s Interloop to invest over $92mn on production, energy expansion",https://www.brecorder.com/news/40309937,2024-06-26 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0625,0.058823529411764705,0.0,0.0,0,1,0,0,0,negative,0.1213235294117647,744.0
244,Interloop expansion for new knitwear plant,https://www.knittingtradejournal.com/hosiery-knitting-news/15714-interloop-plans-expansion-for-new-knitwear-plant,2024-02-13 08:00:00+00:00,Knitting Trade Journal,Interloop Limited,negative,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0625,1,0,0,0,0,negative,0.2389705882352941,707.0
245,Fawad Anwar elected as Chairman of Pakistan Textile Council,https://profit.pakistantoday.com.pk/2024/10/02/fawad-anwar-elected-as-chairman-of-pakistan-textile-council/,2024-10-02 07:00:00+00:00,Profit by Pakistan Today,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
246,Interloop Sets Vision 2025 Goal: To Become A Full Family Clothing Partner of Choice,https://sourcingjournal.com/denim/denim-innovations/interloop-vision-2025-denim-full-family-responsible-manufacturing-293840/,2021-08-10 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.058823529411764705,0.4375,0.9411764705882353,0.07142857142857142,0.8125,0,1,1,0,1,negative,2.321428571428571,181.0
247,Interloop and Simply Suzette Launch Unpeeled Collection Made with Banana Fiber,https://sourcingjournal.com/denim/denim-sustainability/interloop-simply-suzette-ani-wells-unpeeled-banana-fiber-cotton-denim-clo-3d-459175/,2023-10-05 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,0.25,0.0,0.0,0.375,0,1,0,0,1,negative,0.625,544.0
248,Interloop is Pakistan’s first enterprise with approved emissions targets,https://www.just-style.com/news/interloop-is-pakistans-first-enterprise-with-approved-emissions-targets/,2023-06-19 07:00:00+00:00,just-style.com,Interloop Limited,negative,0.0,1.1875,0.11764705882352941,0.07142857142857142,0.0625,0,1,1,0,0,negative,1.4390756302521008,308.0
249,"An interview with Musadaq Zulqarnain, chairman Interloop Limited",https://www.brecorder.com/news/40295319,2024-03-25 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
250,Interloop joins Denim Deal,https://mettisglobal.news/interloop-joins-denim-deal/,2024-10-18 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,0,1,0,negative,0.14285714285714285,728.0
251,Interloop approved by SBTi,https://www.knittingindustry.com/interloop-approved-by-sbti/,2023-06-22 07:00:00+00:00,Knitting Industry,Interloop Limited,negative,0.058823529411764705,1.4375,0.29411764705882354,0.0,0.125,0,1,1,0,1,negative,1.9154411764705883,230.0
252,Purpose At Work: How Interloop Activates Purpose To Drive B2B Growth,https://www.forbes.com/sites/simonmainwaring/2019/04/02/purpose-at-work-how-interloop-activates-purpose-to-drive-b2b-growth/,2019-04-02 07:00:00+00:00,Forbes,Interloop Limited,negative,0.0,1.5,0.4117647058823529,0.6428571428571429,0.9375,0,1,1,1,1,negative,3.4921218487394956,99.0
253,"Guess, Interloop partner on sustainable denim made from banana fibre",https://www.just-style.com/news/guess-interloop-partner-on-sustainable-denim-made-from-banana-fibre/,2024-02-05 08:00:00+00:00,just-style.com,Interloop Limited,negative,0.0,0.125,0.17647058823529413,0.0,0.25,0,1,1,0,1,negative,0.5514705882352942,585.0
254,ILP Stock Price and Chart — PSX:ILP,https://www.tradingview.com/symbols/PSX-ILP/,2023-05-08 02:55:19+00:00,TradingView,Interloop Limited,negative,0.0,0.125,0.0,0.0,0.375,0,1,0,0,1,negative,0.5,599.0
255,From Denim to Hosiery: How Interloop Can Do It All Responsibly,https://sourcingjournal.com/denim/denim-innovations/interloop-denim-laundry-hosiery-sustainability-leed-certification-manufacturing-pakistan-266164/,2021-03-10 08:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,1.75,0.5294117647058824,0.14285714285714285,0.25,0,1,1,1,1,negative,2.672268907563025,157.0
256,Interloop to ramp up knitted fabric production,https://www.knittingtradejournal.com/hosiery-knitting-news/15144-interloop-to-ramp-up-knitted-fabric-production,2022-09-30 07:00:00+00:00,Knitting Trade Journal,Interloop Limited,negative,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0625,1,0,1,0,0,negative,0.2977941176470588,691.0
257,Is a return of textile export firms to stock market in the offing?,https://www.brecorder.com/news/40318548,2024-08-21 07:00:00+00:00,Business Recorder,,negative,0.058823529411764705,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
258,Interloop to raise Rs 4.9 billion for hosiery production expansion,https://www.knittingindustry.com/interloop-to-raise-rs-49-billion-for-hosiery-production-expansion/,2019-03-18 07:00:00+00:00,Knitting Industry,Interloop Limited,negative,0.23529411764705882,0.0,0.6470588235294118,0.0,0.3125,1,0,1,0,1,negative,1.1948529411764706,362.0
259,Interloop is Now Largest Textile Exporter of Pakistan,https://propakistani.pk/2024/07/07/interloop-is-now-largest-textile-exporter-of-pakistan/,2024-07-07 07:00:00+00:00,ProPakistani,Interloop Limited,negative,0.058823529411764705,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
260,Approval for Interloop targets as expansion continues,https://www.knittingtradejournal.com/hosiery-knitting-news/15524-approval-for-interloop-targets-as-expansion-continues,2023-08-22 07:00:00+00:00,Knitting Trade Journal,Interloop Limited,negative,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0625,1,0,0,0,0,negative,0.2389705882352941,707.0
261,"Interloop to Increase Capacity, Efficiency and Sustainability with New Apparel Park Complex",https://sourcingjournal.com/sustainability/sustainability-news/interloop-pakistan-efficiency-apparel-park-complex-faisalabad-production-denim-socks-445919/,2023-07-24 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,1.0625,0.6470588235294118,0.0,0.1875,0,1,1,0,1,negative,1.8970588235294117,232.0
262,VIS upgrades Interloop’s ratings,https://mettisglobal.news/vis-upgrades-interloops-ratings/,2024-07-19 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.29411764705882354,0.0,0.5882352941176471,0.0,0.4375,1,0,1,0,1,negative,1.3198529411764706,332.0
263,Interloop Limited plans $300mln investment in textile production,https://www.thenews.com.pk/print/831460-interloop-limited-plans-300mln-investment-in-textile-production,2021-05-07 07:00:00+00:00,The News International,Interloop Limited,negative,0.4117647058823529,0.0,0.5882352941176471,0.0,0.8125,1,0,1,0,1,negative,1.8125,248.0
264,ESG Outlook: Interloop’s Navid Fazil on a Fact-Based Approach to Impact,https://sourcingjournal.com/sustainability/sustainability-news/esg-outlook-interloop-ceo-navid-fazil-pakistan-manufacturing-science-based-targets-448437/,2023-08-07 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.058823529411764705,1.25,0.29411764705882354,0.21428571428571427,0.9375,0,1,1,1,1,negative,2.7547268907563023,149.0
265,"As Interloop's year-on-year profits surge, do the recent quarter's hiccups indicate a shift in trajectory?",https://profit.pakistantoday.com.pk/2024/02/25/as-interloops-year-on-year-profits-surge-do-the-recent-quarters-hiccups-indicate-a-shift-in-trajectory/,2024-02-25 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
266,Interloop defies textile sector downturn,https://tribune.com.pk/story/2434677/interloop-defies-textile-sector-downturn,2023-09-08 07:00:00+00:00,The Express Tribune,Interloop Limited,negative,0.23529411764705882,0.0625,0.29411764705882354,0.0,0.4375,1,0,1,0,1,negative,1.0294117647058822,411.5
267,4 Nations Unite to Fight Textile Chemical Pollution,https://sourcingjournal.com/sustainability/sustainability-materials/bangladesh-pakistan-indonesia-vietnam-textile-chemical-pollution-united-nations-381621/,2022-10-18 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.29411764705882354,0.875,0.29411764705882354,0.21428571428571427,0.0625,1,1,1,1,0,negative,1.7400210084033614,263.0
268,How Interloop is Turning Banana Agriculture Waste into Apparel,https://sourcingjournal.com/video/interloop-unpeeled-banana-fiber-simply-suzette-material-innovation-technology-pakistan/,2023-12-07 08:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.0,0.25,0.17647058823529413,0.07142857142857142,0.1875,0,1,1,0,1,negative,0.6853991596638656,525.0
269,Textile giant Interloop’s profit surges 115% to Rs10bn in 1HFY24,https://www.brecorder.com/news/40289773,2024-02-20 08:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
270,Interloop provides scholarship to 22 UAF students,https://www.brecorder.com/news/40344750/interloop-provides-scholarship-to-22-uaf-students,2025-01-27 08:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
271,Interloop Enhances Supply Chain Flexibility Through Collaboration and Diversification,https://sourcingjournal.com/video/interloop-supply-chain-flexibility-collaboration-diversification-traceability-looptrace/,2022-12-12 08:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.058823529411764705,0.0625,0.4117647058823529,0.7857142857142857,0.5,0,0,1,1,1,negative,1.8188025210084033,246.0
272,Pakistan’s Interloop Limited completes equity stake in USA’s Top Circle Hosiery Mills,https://www.brecorder.com/news/40276179/pakistans-interloop-limited-completes-equity-stake-in-usas-top-circle-hosiery-mills,2023-12-01 08:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
273,"Interloop, Pakistan’s fastest growing textile company",https://www.indiantextilemagazine.in/interloop-pakistans-fastest-growing-textile-company/,2022-12-15 08:00:00+00:00,The Textile Magazine,Interloop Limited,negative,0.0,0.4375,1.0588235294117647,0.0,0.5,0,1,1,0,1,negative,1.9963235294117647,215.0
274,Interloop acquires US hosiery maker,https://www.dawn.com/news/1794346,2023-12-02 08:00:00+00:00,DAWN.com,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
275,"Interloop turns profitable, announces Rs2 per share dividend",https://mettisglobal.news/interloop-turns-profitable-announces-rs2-per-share-dividend/,2024-02-20 08:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.29411764705882354,0.0,0.5294117647058824,0.0,0.3125,1,0,1,0,1,negative,1.1360294117647058,376.0
276,Sock-maker Interloop plans IPO to expand into denim,https://www.just-style.com/news/sock-maker-interloop-plans-ipo-to-expand-into-denim/,2018-11-12 08:00:00+00:00,just-style.com,Interloop Limited,positive,0.0,0.0,0.23529411764705882,0.0,0.5625,0,0,1,0,1,positive,0.7977941176470589,490.0
277,Interloop to raise Rs4.9b at PSX this week,https://tribune.com.pk/story/1927532/interloop-raise-rs4-9b-psx-week,2019-03-12 07:00:00+00:00,The Express Tribune,Interloop Limited,negative,0.11764705882352941,0.0,0.47058823529411764,0.0,0.75,1,0,1,0,1,negative,1.3382352941176472,329.0
278,Interloop acquires 64% stake in US firm Top Circle Hosiery Mills,https://profit.pakistantoday.com.pk/2023/12/01/interloop-acquires-64-stake-in-us-firm-top-circle-hosiery-mills/,2023-12-01 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
279,Interloop Uses Apparel Expertise to Fuel Denim Expansion,https://sourcingjournal.com/denim/denim-business/interloop-hosiery-denim-factory-pakistan-dorothy-mcnee-jeanologia-281187/,2021-06-24 07:00:00+00:00,Sourcing Journal,Interloop Limited,negative,0.11764705882352941,0.5,0.35294117647058826,0.07142857142857142,0.3125,1,1,1,0,1,negative,1.3545168067226891,327.0
280,Interloop chooses Fongs for yarn dyeing facility,https://www.knittingindustry.com/interloop-chooses-fongs-for-yarn-dyeing-facility/,2018-04-25 22:38:08+00:00,Knitting Industry,Interloop Limited,negative,0.11764705882352941,0.4375,0.23529411764705882,0.0,0.0,1,1,1,0,0,negative,0.7904411764705883,494.5
281,Interloop: All geared up for a bright future!,https://www.indiantextilemagazine.in/interloop-all-geared-up-for-a-bright-future/,2021-11-02 07:00:00+00:00,The Textile Magazine,Interloop Limited,negative,0.17647058823529413,0.625,0.7647058823529411,0.0,0.6875,1,1,1,0,1,negative,2.2536764705882355,186.5
282,VIS reaffirms entity ratings of Interloop Limited,https://mettisglobal.news/vis-reaffirms-entity-ratings-of-interloop-limited/,2023-05-17 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.35294117647058826,0.1875,0.4117647058823529,0.0,0.8125,1,1,1,0,1,negative,1.7647058823529411,257.5
283,Interloop’s Half-Year Profit Soars 115% to Rs. 9.85 Billion,https://propakistani.pk/2024/02/20/interloops-half-year-profit-soars-115-to-rs-9-85-billion/,2024-02-20 08:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
284,"Interloop acquires 64% stake in Top Circle Hosiery Mills Co., USA",https://mettisglobal.news/interloop-acquires-64-stake-in-top-circle-hosiery-mills-co-usa/,2023-12-01 08:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,0,1,0,negative,0.14285714285714285,728.0
285,Interloop Limited,https://www.brecorder.com/news/40069136,2021-03-02 08:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
286,Interloop’s profit surges to Rs20.17bn in FY23,https://www.brecorder.com/news/40261976/interloops-profit-surges-to-rs2017bn-in-fy23,2023-09-07 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
287,Connecting with Industry Leaders in Faisalabad,https://lums.edu.pk/news/connecting-industry-leaders-faisalabad,2023-04-05 07:20:34+00:00,LUMS,Interloop Limited,negative,0.0,0.0,0.23529411764705882,0.0,0.0625,0,0,1,0,0,negative,0.2977941176470588,691.0
288,Interloop Limited,https://www.brecorder.com/news/40197430/interloop-limited,2022-09-14 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
289,Largest hosiery producer goes public,https://www.dawn.com/news/1469733,2019-03-15 07:00:00+00:00,DAWN.com,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
290,Interloop Ltd’s Denim project gradually making its place in European and North American markets,https://mettisglobal.news/interloop-ltds-denim-project-gradually-making-its-place-in-european-and-north-american-markets/,2020-10-14 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.0,0.0,0.11764705882352941,0.0,0.125,0,0,1,0,1,negative,0.2426470588235294,700.5
291,Interloop raises Rs5.02bn through largest private sector IPO,https://profit.pakistantoday.com.pk/2019/03/14/interloop-raises-rs5-02bn-through-largest-private-sector-ipo/,2019-03-14 07:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
292,22 Pakistani-listed companies added to MSCI indices,https://profit.pakistantoday.com.pk/2024/02/13/22-pakistani-listed-companies-added-to-msci-indices/,2024-02-13 08:00:00+00:00,Profit by Pakistan Today,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
293,"Interloop, manufacturer of socks for Adidas, Nike set for IPO",https://profit.pakistantoday.com.pk/2018/11/09/interloop-manufacturer-of-socks-for-adidas-nike-set-for-ipo-report/,2018-11-09 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
294,"Interloop Limited posts 63% YoY profit growth in FY23, announces 20% cash dividend",https://mettisglobal.news/interloop-limited-posts-63-yoy-profit-growth-in-fy23-announces-20-cash-dividend/,2023-09-07 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.29411764705882354,0.0,0.6470588235294118,0.0,0.375,1,0,1,0,1,negative,1.3161764705882353,334.0
295,Interloop targeting Pakistan’s largest-ever private sector IPO,https://profit.pakistantoday.com.pk/2018/11/19/interloop-targets-pakistans-largest-ever-private-sector-ipo/,2018-11-19 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
296,Interloop divests from Bangladesh operations,https://profit.pakistantoday.com.pk/2020/11/28/interloop-divests-from-bangladesh-operations/,2020-11-28 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
297,Interloop announces Vision 2025,https://www.knittingindustry.com/interloop-announces-vision-2025/,2021-09-13 07:00:00+00:00,Knitting Industry,Interloop Limited,negative,0.058823529411764705,0.0,0.23529411764705882,0.14285714285714285,0.375,0,0,1,1,1,negative,0.8119747899159664,479.0
298,Interloop’s new apparel plant commences operations,https://mettisglobal.news/interloops-new-apparel-plant-commences-operations/,2023-11-16 08:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,0,1,0,negative,0.14285714285714285,728.0
299,Interloop Limited – Pakistan’s 6th largest exporting firm,https://tradechronicle.com/interloop-limited-pakistans-6th-largest-exporting-firm/,2020-07-23 07:00:00+00:00,Trade Chronicle,Interloop Limited,negative,0.8235294117647058,0.0625,0.35294117647058826,0.0,0.4375,1,1,1,0,1,negative,1.6764705882352942,272.5
300,Interloop Launches $100 Million Master Project to Increase Capacity,https://propakistani.pk/2022/09/27/interloop-launches-100-million-master-project-to-increase-capacity/,2022-09-27 07:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
301,Punjab Police sign MoU to establish Model Daycare Centre,https://punjabpolice.gov.pk/node/14697,2023-10-02 07:00:00+00:00,Punjab Police,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
302,Interloop to Invest $100 Million in Apparel Project to Meet Rising Demand,https://propakistani.pk/2022/02/03/interloop-to-invest-100-million-in-apparel-project-to-meet-rising-demand/,2022-02-03 08:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
303,Interloop Limited Listed at Pakistan Stock Exchange,https://customnews.pk/2019/04/06/interloop-limited-listed-at-pakistan-stock-exchange/,2019-04-06 07:00:00+00:00,Custom news,Interloop Limited,negative,0.17647058823529413,0.0,0.23529411764705882,0.0,0.0,1,0,1,0,1,negative,0.4117647058823529,639.5
304,How Musadaq Zulqarnain became a billionaire by selling socks,https://profit.pakistantoday.com.pk/2019/04/08/how-musadaq-zulqarnain-became-a-billionaire-by-selling-socks/,2019-04-08 07:00:00+00:00,Profit by Pakistan Today,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
305,Interloop: knocks the socks off!,https://www.brecorder.com/news/481782,2019-03-19 07:00:00+00:00,Business Recorder,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
306,Fiza Farhan inducts CEO Interloop into 'Male Champions of Change',https://dailytimes.com.pk/815210/fiza-farhan-inducts-ceo-interloop-into-male-champions-of-change/,2021-09-12 07:00:00+00:00,Daily Times,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
307,"Interloop gears up for March IPO, roadshows to commence in Lahore, Karachi next week",https://profit.pakistantoday.com.pk/2019/02/16/interloop-gears-up-for-march-ipo-roadshows-to-commence-in-lahore-karachi-next-week/,2019-02-16 08:00:00+00:00,Profit by Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
308,Interloop approves merger of wholly-owned subsidiary,https://mettisglobal.news/interloop-approves-merger-of-wholly-owned-subsidiary/,2020-10-29 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.0,0.0,0.0,0.14285714285714285,0.0625,0,0,0,1,0,negative,0.20535714285714285,710.0
309,Interloop divests from Bangladesh operations,https://www.pakistantoday.com.pk/2020/11/28/interloop-divests-from-bangladesh-operations/,2020-11-28 08:00:00+00:00,Pakistan Today,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
310,VIS reaffirms entity ratings of Interloop,https://mettisglobal.news/vis-reaffirms-entity-ratings-of-interloop/,2022-06-06 07:00:00+00:00,Mettis Link News,Interloop Limited,negative,0.17647058823529413,0.0,0.7058823529411765,0.0,0.5,1,0,1,0,1,negative,1.3823529411764706,321.0
311,Interloop investing in denim and hosiery production,https://www.indiantextilemagazine.in/interloop-investing-in-denim-and-hosiery-production/,2019-06-10 07:00:00+00:00,The Textile Magazine,Interloop Limited,negative,0.0,0.0,1.0588235294117647,0.0,0.75,0,0,1,0,1,negative,1.8088235294117647,250.0
312,Interloop Records Exports Worth $453 Million in FY22,https://propakistani.pk/2022/07/03/interloop-records-exports-worth-453-million-in-fy22/,2022-07-03 07:00:00+00:00,ProPakistani,Interloop Limited,negative,0.058823529411764705,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
313,Interloop Reports Massive Increase in Profits,https://propakistani.pk/2021/02/16/interloop-reports-massive-increase-in-profits/,2021-02-16 08:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
314,Textile Firm Interloop Plans Pakistan Biggest Private Sector IPO,https://propakistani.pk/2018/11/09/textile-firm-interloop-plans-pakistan-biggest-private-sector-ipo/,2018-11-09 08:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
315,Faisalabad-based firm Interloop plans Pakistan’s biggest ever private sector IPO,https://www.thenews.com.pk/latest/391722-faisalabad-based-firm-interloop-plans-pakistans-biggest-ever-private-sector-ipo,2018-11-09 08:00:00+00:00,The News International,Interloop Limited,positive,0.17647058823529413,0.0,0.17647058823529413,0.0,0.25,1,0,1,0,1,positive,0.6029411764705883,563.5
316,Textile policy should have statutory protection: Interloop Chairman,https://mettisglobal.news/textile-policy-should-have-statutory-protection-interloop-chairman/,2021-02-05 08:00:00+00:00,Mettis Link News,Interloop Limited,negative,1.0588235294117647,0.25,0.7058823529411765,0.21428571428571427,0.6875,1,1,1,0,1,negative,2.9164915966386555,136.0
317,Interloop Declares Profits of Rs. 2 Billion in Q2,https://propakistani.pk/2022/01/27/interloop-declares-profits-of-rs-2-billion-in-q2/,2022-01-27 08:00:00+00:00,ProPakistani,Interloop Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
318,Construction work on SNHF kicks off,https://www.brecorder.com/news/40151191,2022-02-01 08:00:00+00:00,Business Recorder,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
319,Top Global Sock Manufacturer from Pakistan To Hold IPO,https://propakistani.pk/2018/11/12/top-global-sock-manufacturer-interloop-to-float-109-million-shares-in-ipo/,2018-11-12 08:00:00+00:00,ProPakistani,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
320,Top 6 Exporters of Pakistan,https://www.globalvillagespace.com/top-6-exporters-of-pakistan/,2021-02-02 08:00:00+00:00,Global Village space,Interloop Limited,negative,0.9411764705882353,0.1875,0.6470588235294118,0.07142857142857142,0.5625,1,1,1,0,1,negative,2.409663865546219,174.0
